芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
鴨川 君子,かもがわ きみこ,3月11日,,,,,,1938年,
霧立 のぼる,きりたち のぼる,1月3日,東京都,青山学院高等女学部,小倉百人一首,しまちゃん,娘役,1934年,女優娘は霧立みつる夫は佐伯秀男
紀 晶子,きの あきこ,3月20日,,,,トラクマさんトラちゃん,娘役,1938年,
九條 鞠子,くじょう まりこ,12月15日,,,,,,1934年,
苅穂 なよ子,かりほ なよこ,7月18日,,,,,,1934年,
久米 道代,くめ みちよ,8月23日,,,,,,1937年,
小舟 津奈子,おぶね つなこ,12月12日,,,,濱ちゃん,男役,1939年,
小諸 ゆう子,こもろ ゆうこ,8月6日,,,,,,1934年,
片山 つばさ,かたやま つばさ,9月2日,,,,,娘役,1937年,
村雲 時子,むらぐも ときこ,2月12日,,,,,,1935年,
岬 かね子,みさき かねこ,12月14日,,,,,,1935年,
湊 澄子,みなと すみこ,9月21日,神奈川県横浜市,,,,,1938年,改名後・小早川澄江（こばやかわ すみえ）
御手洗 翠,みたらい みどり,9月24日,,,,,,1937年,
峯野 みゆき,みねの みゆき,2月13日,愛媛県,,,,,1941年,改名後・峰野みゆき（みねの みゆき）
眞垣 喜久子,まがき きくこ,3月8日,,,,,,1937年,
牧場 茂子,まきば しげこ,11月6日,,,,,娘役,1938年,
三吉野 花子,みよしの はなこ,,,,,,,1932年,
松虫 こいと,まつむし こいと,1月23日,,,,,,1936年,
並木 ゆりゑ,なみき ゆりえ,7月27日,福岡県,,,,,1939年,改名後・並木ゆりえ（なみき ゆりえ）
夏草 明子,なつくさ あきこ,1月10日,大阪府池田市,,,,,1939年,叔母は瀧川末子
小山田 賤子,おやまだ しずこ,,,,,,,1932年,
尾上 さくら,おのえ さくら,4月28日,,東京府立第八高等女學校,,,娘役,1942年,兄はプロ野球選手・横沢三郎義妹は春野春子・有明月子・網代木渡
大原 里子,おおはら さとこ,4月5日,大阪府大阪市,,,,,1938年,
鈴奈 一重,すずな かずえ,1月5日,,,,,,1933年,
汐路 みえ子,しおじ みえこ,,,,,,,1932年,
白縫 筑紫,しらぬい つくし,,,,,,,1932年,
小百合 玉恵,さゆり たまえ,1月30日,,,,,,1935年,
鈴鹿 ゆみ子,すずか ゆみこ,6月29日,,,,チョネちゃん,,1935年,姉は立松英子夫は河原崎國太郎娘は松山梨絵息子は俳優の松山英太郎・松山省三孫は松山愛佳
白梅 かつら,しらうめ かつら,4月30日,,,,,,1934年,
柵 もみぢ,しがらみ もみぢ,7月21日,京都府,,,,,1940年,
谷 いぶき,たに いぶき,8月30日,大阪府,,,,,1938年,
環 雅乃,たまき まさの,1月2日,,,,,,1935年,1935年10月8日、在団中に逝去
竹田 鶴子,たけだ つるこ,3月22日,大阪府,川西尋常高等小学校,,やま,娘役,1939年,
玉水 たえ子,たまみず たえこ,,,,,,,1932年,
高羽 松代,たかばね まつよ,11月6日,,,,チョンベ,,1938年,
貫 玉代,つらぬき たまよ,10月1日,兵庫県神戸市,,,,娘役,1940年,
竹園 かぐや,たけぞの かぐや,3月5日,,,,,,1935年,
高按 みさ子,たかくら みさこ,4月20日,,,,,,1933年,
友若 月惠,ともわか つきえ,9月7日,,,,,男役,1937年,
玉倉 雛子,たまくら ひなこ,3月10日,兵庫県神戸市,,,イモちゃん,娘役,1939年,
鞆 登久子,とも とくこ,,,,,,,1932年,
月輪 みき子,つきわ みきこ,9月25日,,,,,,1936年,改名後・月輪さだ子（つきわ さだこ）
瀧見 まゆ子,たつみ まゆこ,,,,,,,1932年,
宇知川 朝子,うじがわ あさこ,3月1日,大阪府,香蘭女学校,母親が姓名判断に依って命名,チエコさんミヤヂ,男役,1938年,
右近 橘子,うこん きっこ,10月13日,大阪府大阪,,,,,1938年,
若水 千歳,わかみず ちとせ,,,,,,,1932年,改名後・若木千歳（わかき ちとせ）
夕張 ゆさ子,ゆうばり ゆさこ,10月11日,兵庫県,,,かもちゃん,,1936年,妹は夕張月子弟は宝塚歌劇団演出家・鴨川清作姪は可奈潤子
柳 やよい,やなぎ やよい,4月8日,,,,,娘役,1938年,改名後・柳やよひ（柳やよい）
